trialId,speechId,paragraphId,wordId,word,word_fixated,number_of_fixations,word_landing_position,word_first_fixation_duration,word_first_char_dwell,word_total_fix_time,word_landing_position_char,word_landing_position_index,word_first_char_dwell_time,word_gaze_duration,word_go_past_time
1,1327,-1,1,NY,True,3,,190,,665,Y,1.0,500.0,TBD,TBD
1,1327,-1,2,TALE,True,5,,123,,704,E,3.0,123.0,TBD,TBD
1,1327,-1,3,BEGYNDER,True,6,,285,,1248,N,4.0,285.0,TBD,1248
1,1327,-1,4,NU,False,0,,NA,,NA,NA,NA,NA,NA,NA
2,1327,0,1,Hej,True,2,,148,,305,j,2,148,TBD,TBD
2,1327,0,2,alle,True,2,,210,,497,a,0,497,TBD,TBD
2,1327,0,3,sammen!,True,3,,330,,632,a,1,330,TBD,632
3,1327,1,1,Som,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,2,I,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,3,allerede,True,1,,91,,91,e,3,91,91,91
3,1327,1,4,"ved,",False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,5,vil,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,6,vi,True,1,,171,,171,i,1,171,171,171
3,1327,1,7,om,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,8,lidt,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,9,tænde,True,3,,168,,392,e,4,168,TBD,TBD
3,1327,1,10,for,True,2,,157,,317,o,1,157,317,317
3,1327,1,11,et,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,12,"bål,",True,1,,98,,98,b,0,98,98,98
3,1327,1,13,der,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,14,vil,True,2,,279,,408,i,1,279,TBD,TBD
3,1327,1,15,brænde,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,16,et,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,17,skab,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,18,af,True,1,,198,,198,a,0,198,198,198
3,1327,1,19,–,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,20,det,True,3,,230,,503,t,2,395,TBD,TBD
3,1327,1,21,"skab,",False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,22,vi,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,23,har,True,1,,182,,182,h,0,182,182,182
3,1327,1,24,følt,True,1,,227,,227,l,2,227,TBD,TBD
3,1327,1,25,os,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,26,begrænset,True,2,,99,,327,e,1,99,TBD,327
3,1327,1,27,"af,",True,1,,269,,269,",",2,269,269,269
3,1327,1,28,indelukket,True,1,,161,,161,e,3,161,161,161
3,1327,1,29,"i,",True,1,,164,,164,",",1,164,TBD,TBD
3,1327,1,30,og,True,1,,180,,180,o,0,180,TBD,180
3,1327,1,31,som,True,1,,223,,223,m,2,223,223,223
3,1327,1,32,de,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,33,fleste,True,1,,160,,160,s,3,160,160,160
3,1327,1,34,af,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,35,os,True,1,,214,,214,s,1,214,TBD,TBD
3,1327,1,36,er,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,37,brudt,True,2,,265,,481,b,0,265,TBD,481
3,1327,1,38,ud,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,39,af,True,1,,179,,179,a,0,179,TBD,TBD
3,1327,1,40,for,True,2,,176,,334,f,0,334,TBD,TBD
3,1327,1,41,at,True,1,,205,,205,t,1,205,TBD,205
3,1327,1,42,kunne,True,1,,304,,304,n,3,304,304,304
3,1327,1,43,blive,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,44,lykkeligere.,True,2,,113,,301,.,11,113,TBD,TBD
4,1327,2,1,'Men,True,2,,153,,292,n,3,153,TBD,TBD
4,1327,2,2,skabe,True,2,,245,,429,k,1,245,429,429
4,1327,2,3,er,True,1,,236,,236,r,1,236,236,236
4,1327,2,4,da,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,5,ganske,True,4,,44,,687,e,5,44,TBD,TBD
4,1327,2,6,praktiske,True,3,,241,,680,k,3,241,TBD,TBD
4,1327,2,7,til,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,8,opbevaring,True,3,,179,,538,o,0,337,TBD,TBD
4,1327,2,9,af,True,1,,95,,95,f,1,95,95,95
4,1327,2,10,mangt,True,2,,203,,436,m,0,203,TBD,TBD
4,1327,2,11,og,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,12,"meget,",True,1,,335,,335,e,1,335,TBD,335
4,1327,2,13,ikke,True,1,,185,,185,k,2,185,TBD,TBD
4,1327,2,14,sandt?',True,1,,213,,213,s,0,213,TBD,213
4,1327,2,15,"Jo,",False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,16,opbevaring,True,2,,261,,426,o,0,261,426,426
4,1327,2,17,af,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,18,"værdier,",True,2,,117,,336,r,6,117,TBD,TBD
4,1327,2,19,det,True,1,,207,,207,t,2,207,TBD,TBD
4,1327,2,20,er,True,1,,152,,152,r,1,152,TBD,152
4,1327,2,21,rigtigt,True,1,,159,,159,i,1,159,159,159
4,1327,2,22,–,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,23,men,True,1,,189,,189,n,2,189,189,189
4,1327,2,24,når,True,1,,193,,193,r,2,193,TBD,TBD
4,1327,2,25,vi,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,26,først,True,2,,213,,379,r,2,213,TBD,379
4,1327,2,27,begynder,True,1,,169,,169,e,6,169,169,169
4,1327,2,28,at,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,29,sætte,True,1,,275,,275,t,2,275,275,275
4,1327,2,30,spørgsmålstegn,True,1,,189,,189,s,5,189,189,189
4,1327,2,31,ved,True,1,,110,,110,v,0,110,110,110
4,1327,2,32,disse,True,1,,201,,201,d,0,201,201,201
4,1327,2,33,"værdier,",True,1,,256,,256,v,0,256,256,256
4,1327,2,34,så,True,1,,150,,150,a,1,150,150,150
4,1327,2,35,føles,True,1,,212,,212,e,3,212,TBD,TBD
4,1327,2,36,skabet,True,3,,127,,632,k,1,127,TBD,TBD
4,1327,2,37,mere,True,1,,163,,163,e,1,163,163,163
4,1327,2,38,og,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,39,mere,True,1,,224,,224,e,3,224,224,224
4,1327,2,40,"trangt,",True,1,,146,,146,a,2,146,146,146
4,1327,2,41,for,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,42,det,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,43,kan,True,1,,210,,210,k,0,210,210,210
4,1327,2,44,ikke,True,1,,178,,178,e,3,178,178,178
4,1327,2,45,rumme,True,1,,168,,168,e,4,168,168,168
4,1327,2,46,vores,True,1,,192,,192,s,4,192,192,192
4,1327,2,47,ideer,True,2,,182,,233,e,2,182,TBD,TBD
4,1327,2,48,og,True,1,,98,,98,g,1,98,TBD,TBD
4,1327,2,49,følelser,True,3,,337,,732,ø,1,337,TBD,TBD
4,1327,2,50,mere.,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,1,'Jamen,True,3,,137,,547,e,4,350,TBD,TBD
5,1327,3,2,hvad,True,1,,115,,115,v,1,115,TBD,TBD
5,1327,3,3,er,True,1,,85,,85,r,1,85,TBD,TBD
5,1327,3,4,der,True,1,,213,,213,e,1,213,TBD,TBD
