trialId,speechId,paragraphId,wordId,word,word_fixated,number_of_fixations,word_landing_position,word_first_fixation_duration,word_first_char_dwell,word_total_fix_time,word_landing_position_char,word_landing_position_index,word_first_char_dwell_time,word_gaze_duration,word_go_past_time
1,1327,-1,1,NY,True,1,,323,,323,Y,1.0,323.0,TBD,TBD
1,1327,-1,2,TALE,True,8,,191,,2719,L,2.0,1168.0,TBD,TBD
1,1327,-1,3,BEGYNDER,True,8,,293,,3313,N,4.0,522.0,TBD,TBD
1,1327,-1,4,NU,True,5,,394,,3933,N,0.0,3933.0,TBD,3933
2,1327,0,1,Hej,True,1,,178,,178,j,2.0,178.0,178,178
2,1327,0,2,alle,True,2,,542,,1031,e,3.0,542.0,TBD,TBD
2,1327,0,3,sammen!,True,2,,772,,1052,m,2.0,1052.0,TBD,1052
3,1327,1,1,Som,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,2,I,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,3,allerede,True,4,,122,,552,e,3,122,TBD,TBD
3,1327,1,4,"ved,",True,2,,285,,438,d,2,285,438,438
3,1327,1,5,vil,True,1,,139,,139,v,0,139,TBD,TBD
3,1327,1,6,vi,True,1,,228,,228,v,0,228,228,228
3,1327,1,7,om,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,8,lidt,True,2,,130,,290,l,0,130,290,290
3,1327,1,9,tænde,True,1,,135,,135,æ,1,135,135,135
3,1327,1,10,for,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,11,et,True,1,,193,,193,t,1,193,193,193
3,1327,1,12,"bål,",False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,13,der,True,1,,116,,116,r,2,116,TBD,TBD
3,1327,1,14,vil,True,1,,151,,151,v,0,151,151,151
3,1327,1,15,brænde,True,1,,161,,161,b,0,161,161,161
3,1327,1,16,et,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,17,skab,True,1,,297,,297,s,0,297,297,297
3,1327,1,18,af,True,1,,117,,117,f,1,117,117,117
3,1327,1,19,–,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,20,det,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,21,"skab,",True,1,,171,,171,s,0,171,171,171
3,1327,1,22,vi,True,1,,140,,140,i,1,140,140,140
3,1327,1,23,har,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,24,følt,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,25,os,True,1,,162,,162,o,0,162,TBD,TBD
3,1327,1,26,begrænset,True,2,,108,,270,g,2,108,270,270
3,1327,1,27,"af,",False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,28,indelukket,True,4,,106,,697,k,6,106,TBD,TBD
3,1327,1,29,"i,",True,2,,185,,348,",",1,185,TBD,TBD
3,1327,1,30,og,True,1,,168,,168,g,1,168,168,168
3,1327,1,31,som,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,32,de,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,33,fleste,True,2,,175,,285,l,1,175,285,285
3,1327,1,34,af,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,35,os,True,1,,129,,129,s,1,129,129,129
3,1327,1,36,er,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,37,brudt,True,1,,115,,115,b,0,115,115,115
3,1327,1,38,ud,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,39,af,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,40,for,True,1,,153,,153,o,1,153,153,153
3,1327,1,41,at,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,42,kunne,True,1,,189,,189,e,4,189,189,189
3,1327,1,43,blive,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,44,lykkeligere.,True,2,,338,,567,e,8,338,TBD,TBD
4,1327,2,1,'Men,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,2,skabe,True,3,,93,,471,e,4,93,TBD,TBD
4,1327,2,3,er,True,1,,159,,159,r,1,159,TBD,TBD
4,1327,2,4,da,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,5,ganske,True,2,,173,,370,a,1,173,370,370
4,1327,2,6,praktiske,True,1,,278,,278,k,3,278,278,278
4,1327,2,7,til,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,8,opbevaring,True,2,,345,,484,b,2,345,TBD,TBD
4,1327,2,9,af,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,10,mangt,True,1,,183,,183,n,2,183,183,183
4,1327,2,11,og,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,12,"meget,",True,2,,235,,279,m,0,235,279,279
