trialId,speechId,paragraphId,wordId,word,word_fixated,number_of_fixations,word_landing_position,word_first_fixation_duration,word_first_char_dwell,word_total_fix_time,word_landing_position_char,word_landing_position_index,word_first_char_dwell_time,word_gaze_duration,word_go_past_time
1,1327,-1,1,NY,False,0,,NA,,NA,NA,NA,NA,NA,NA
1,1327,-1,2,TALE,False,0,,NA,,NA,NA,NA,NA,NA,NA
1,1327,-1,3,BEGYNDER,False,0,,NA,,NA,NA,NA,NA,NA,NA
1,1327,-1,4,NU,False,0,,NA,,NA,NA,NA,NA,NA,NA
2,1327,0,1,Hej,False,0,,NA,,NA,NA,NA,NA,NA,NA
2,1327,0,2,alle,True,1,,372,,372,l,2,372,372,372
2,1327,0,3,sammen!,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,1,Som,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,2,I,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,3,allerede,True,2,,109,,294,d,6,109,TBD,TBD
3,1327,1,4,"ved,",False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,5,vil,True,1,,188,,188,i,1,188,188,188
3,1327,1,6,vi,True,1,,228,,228,v,0,228,TBD,TBD
3,1327,1,7,om,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,8,lidt,True,1,,225,,225,l,0,225,225,225
3,1327,1,9,tænde,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,10,for,True,2,,125,,440,o,1,440,TBD,TBD
3,1327,1,11,et,True,1,,362,,362,t,1,362,362,362
3,1327,1,12,"bål,",False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,13,der,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,14,vil,True,1,,131,,131,i,1,131,TBD,131
3,1327,1,15,brænde,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,16,et,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,17,skab,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,18,af,True,1,,280,,280,f,1,280,TBD,TBD
3,1327,1,19,–,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,20,det,True,1,,223,,223,t,2,223,TBD,TBD
3,1327,1,21,"skab,",True,2,,74,,190,",",4,74,190,190
3,1327,1,22,vi,True,1,,149,,149,i,1,149,149,149
3,1327,1,23,har,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,24,følt,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,25,os,True,1,,232,,232,s,1,232,TBD,TBD
3,1327,1,26,begrænset,True,2,,258,,501,g,2,258,TBD,TBD
3,1327,1,27,"af,",False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,28,indelukket,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,29,"i,",True,1,,277,,277,i,0,277,277,277
3,1327,1,30,og,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,31,som,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,32,de,True,1,,243,,243,e,1,243,243,243
3,1327,1,33,fleste,True,1,,226,,226,s,3,226,TBD,TBD
3,1327,1,34,af,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,35,os,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,36,er,True,1,,165,,165,e,0,165,165,165
3,1327,1,37,brudt,True,1,,259,,259,t,4,259,259,259
3,1327,1,38,ud,True,1,,202,,202,d,1,202,TBD,202
3,1327,1,39,af,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,40,for,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,41,at,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,42,kunne,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,43,blive,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,44,lykkeligere.,True,1,,322,,322,r,9,322,322,322
4,1327,2,1,'Men,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,2,skabe,True,1,,178,,178,b,3,178,TBD,TBD
4,1327,2,3,er,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,4,da,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,5,ganske,True,1,,533,,533,a,1,533,533,533
4,1327,2,6,praktiske,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,7,til,True,1,,221,,221,i,1,221,221,221
4,1327,2,8,opbevaring,True,2,,241,,499,r,6,241,TBD,TBD
4,1327,2,9,af,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,10,mangt,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,11,og,True,1,,191,,191,o,0,191,191,191
4,1327,2,12,"meget,",False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,13,ikke,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,14,sandt?',True,1,,100,,100,n,2,100,TBD,TBD
4,1327,2,15,"Jo,",False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,16,opbevaring,True,3,,195,,376,a,5,268,TBD,TBD
4,1327,2,17,af,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,18,"værdier,",True,2,,261,,440,e,5,261,TBD,TBD
4,1327,2,19,det,True,2,,70,,213,e,1,70,TBD,TBD
4,1327,2,20,er,True,3,,326,,878,r,1,326,TBD,TBD
4,1327,2,21,rigtigt,True,2,,84,,207,g,5,84,TBD,207
4,1327,2,22,–,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,23,men,True,1,,217,,217,n,2,217,217,217
4,1327,2,24,når,True,1,,437,,437,r,2,437,TBD,TBD
4,1327,2,25,vi,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,26,først,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,27,begynder,True,1,,236,,236,e,6,236,236,236
4,1327,2,28,at,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,29,sætte,True,1,,75,,75,t,3,75,75,75
4,1327,2,30,spørgsmålstegn,True,1,,143,,143,s,0,143,143,143
4,1327,2,31,ved,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,32,disse,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,33,"værdier,",False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,34,så,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,35,føles,True,1,,147,,147,l,2,147,TBD,TBD
4,1327,2,36,skabet,True,2,,72,,257,t,5,72,257,257
4,1327,2,37,mere,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,38,og,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,39,mere,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,40,"trangt,",True,1,,230,,230,a,2,230,230,230
4,1327,2,41,for,True,2,,161,,349,r,2,349,TBD,349
4,1327,2,42,det,True,1,,176,,176,d,0,176,TBD,TBD
4,1327,2,43,kan,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,44,ikke,True,1,,149,,149,k,1,149,TBD,149
4,1327,2,45,rumme,True,1,,160,,160,e,4,160,TBD,TBD
4,1327,2,46,vores,True,1,,157,,157,o,1,157,TBD,157
4,1327,2,47,ideer,False,0,,NA,,NA,NA,NA,NA,NA,NA
4,1327,2,48,og,True,1,,218,,218,g,1,218,TBD,TBD
4,1327,2,49,følelser,True,1,,139,,139,l,4,139,TBD,TBD
4,1327,2,50,mere.,True,2,,147,,288,e,1,147,TBD,288
5,1327,3,1,'Jamen,True,1,,256,,256,n,5,256,TBD,TBD
5,1327,3,2,hvad,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,3,er,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,4,der,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,5,i,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,6,det,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,7,skab?',False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,8,Der,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,9,er,True,1,,247,,247,r,1,247,TBD,TBD
5,1327,3,10,en,True,1,,123,,123,n,1,123,TBD,TBD
5,1327,3,11,opfattelse,True,3,,179,,409,o,0,306,TBD,TBD
5,1327,3,12,af,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,13,at,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,14,kvinder,True,1,,264,,264,v,1,264,264,264
5,1327,3,15,og,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,16,mænd,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,17,skal,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,18,"tænke,",True,1,,201,,201,n,2,201,TBD,TBD
5,1327,3,19,"føle,",False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,20,klæde,True,2,,202,,366,l,1,202,366,366
5,1327,3,21,sig,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,22,og,True,1,,204,,204,g,1,204,204,204
5,1327,3,23,handle,True,4,,93,,537,l,4,228,TBD,TBD
5,1327,3,24,forskelligt,True,5,,210,,913,l,6,210,TBD,TBD
5,1327,3,25,–,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,26,fordi,True,2,,170,,375,o,1,170,TBD,TBD
5,1327,3,27,nogle,True,4,,231,,1130,n,0,584,TBD,TBD
5,1327,3,28,er,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,29,kvinder,True,4,,243,,973,n,3,243,TBD,TBD
5,1327,3,30,og,True,1,,220,,220,o,0,220,220,220
5,1327,3,31,andre,True,2,,158,,479,e,4,158,TBD,TBD
5,1327,3,32,er,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,33,mænd.,True,1,,189,,189,æ,1,189,189,189
5,1327,3,34,Kønsroller,True,1,,237,,237,ø,1,237,237,237
5,1327,3,35,kalder,True,2,,224,,378,k,0,224,TBD,TBD
5,1327,3,36,vi,True,1,,256,,256,i,1,256,TBD,TBD
5,1327,3,37,det.,True,2,,130,,270,d,0,130,TBD,TBD
5,1327,3,38,Men,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,39,det,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,40,rækker,True,3,,225,,601,e,4,225,TBD,TBD
5,1327,3,41,faktisk,True,4,,195,,593,t,3,312,TBD,TBD
5,1327,3,42,meget,True,4,,197,,545,t,4,379,TBD,TBD
5,1327,3,43,længere,True,4,,127,,666,l,0,127,TBD,TBD
5,1327,3,44,end,True,2,,133,,254,d,2,254,254,254
5,1327,3,45,bare,True,3,,250,,1008,e,3,624,TBD,TBD
5,1327,3,46,til,True,1,,200,,200,i,1,200,TBD,TBD
5,1327,3,47,"roller,",True,5,,287,,969,r,5,287,TBD,TBD
5,1327,3,48,vi,True,1,,131,,131,i,1,131,TBD,TBD
5,1327,3,49,spiller,True,6,,70,,1206,p,1,233,TBD,TBD
5,1327,3,50,–,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,51,rollerne,True,2,,259,,402,e,7,259,TBD,TBD
5,1327,3,52,invaderer,True,2,,233,,534,i,0,233,TBD,TBD
5,1327,3,53,vores,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,54,tanker,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,55,og,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,56,vores,True,2,,324,,616,s,4,616,616,616
5,1327,3,57,"følelser,",False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,58,så,True,2,,140,,351,s,0,140,TBD,TBD
5,1327,3,59,vi,True,1,,304,,304,v,0,304,304,304
5,1327,3,60,næsten,True,1,,227,,227,t,3,227,227,227
5,1327,3,61,ikke,True,1,,181,,181,i,0,181,181,181
5,1327,3,62,kan,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,63,tænke,True,1,,149,,149,e,4,149,149,149
5,1327,3,64,uden,True,1,,244,,244,u,0,244,244,244
5,1327,3,65,for,True,1,,134,,134,f,0,134,134,134
5,1327,3,66,"rollen,",True,2,,151,,333,e,4,151,TBD,TBD
5,1327,3,67,så,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,68,længe,True,1,,221,,221,g,3,221,221,221
5,1327,3,69,skabet,True,1,,215,,215,s,0,215,215,215
5,1327,3,70,omslutter,True,2,,226,,354,r,8,226,TBD,TBD
5,1327,3,71,"os,",True,1,,170,,170,",",2,170,170,170
5,1327,3,72,og,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,73,i,True,1,,342,,342,i,0,342,342,342
5,1327,3,74,hvert,True,1,,120,,120,t,4,120,TBD,TBD
5,1327,3,75,fald,True,2,,132,,325,d,3,132,325,325
5,1327,3,76,først,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,77,og,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,78,fremmest,True,2,,150,,346,f,0,150,346,346
5,1327,3,79,føler,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,80,vi,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,81,må,True,1,,238,,238,m,0,238,TBD,TBD
5,1327,3,82,tage,True,2,,119,,216,e,3,216,TBD,TBD
5,1327,3,83,hensyn,True,1,,94,,94,y,4,94,TBD,94
5,1327,3,84,til,True,1,,308,,308,l,2,308,TBD,308
5,1327,3,85,"dem,",True,2,,294,,533,d,0,294,TBD,TBD
5,1327,3,86,der,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,87,er,True,1,,133,,133,r,1,133,TBD,133
5,1327,3,88,i,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,89,skabet...,True,1,,234,,234,e,4,234,234,234
5,1327,3,90,Spørgsmål:,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,91,Mener,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,92,taleren,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,93,at,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,94,kønsroller,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,95,både,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,96,påvirker,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,97,hvordan,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,98,vi,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,99,handler,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,100,og,False,0,,NA,,NA,NA,NA,NA,NA,NA
5,1327,3,101,tænker?,False,0,,NA,,NA,NA,NA,NA,NA,NA
6,1327,4,1,Når,False,0,,NA,,NA,NA,NA,NA,NA,NA
6,1327,4,2,vi,False,0,,NA,,NA,NA,NA,NA,NA,NA
6,1327,4,3,endelig,True,2,,221,,367,n,1,221,TBD,TBD
6,1327,4,4,bryder,True,3,,97,,236,y,2,97,TBD,TBD
6,1327,4,5,ud,False,0,,NA,,NA,NA,NA,NA,NA,NA
6,1327,4,6,af,True,1,,89,,89,a,0,89,89,89
6,1327,4,7,skabet,True,1,,142,,142,k,1,142,142,142
6,1327,4,8,og,False,0,,NA,,NA,NA,NA,NA,NA,NA
6,1327,4,9,for,False,0,,NA,,NA,NA,NA,NA,NA,NA
6,1327,4,10,alvor,True,5,,156,,905,r,4,371,TBD,TBD
6,1327,4,11,viser,True,1,,352,,352,i,1,352,352,352
6,1327,4,12,og,False,0,,NA,,NA,NA,NA,NA,NA,NA
6,1327,4,13,siger,False,0,,NA,,NA,NA,NA,NA,NA,NA
