trialId,speechId,paragraphId,wordId,word,word_fixated,number_of_fixations,word_landing_position,word_first_fixation_duration,word_first_char_dwell,word_total_fix_time,word_landing_position_char,word_landing_position_index,word_first_char_dwell_time,word_gaze_duration,word_go_past_time
1,1327,-1,1,NY,False,0,,NA,,NA,NA,NA,NA,NA,NA
1,1327,-1,2,TALE,True,1,,174,,174,L,2,174,TBD,TBD
1,1327,-1,3,BEGYNDER,True,1,,166,,166,N,4,166,TBD,166
1,1327,-1,4,NU,False,0,,NA,,NA,NA,NA,NA,NA,NA
2,1327,0,1,Hej,False,0,,NA,,NA,NA,NA,NA,NA,NA
2,1327,0,2,alle,True,1,,291,,291,l,2,291,291,291
2,1327,0,3,sammen!,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,1,Som,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,2,I,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,3,allerede,True,1,,219,,219,e,3,219,TBD,TBD
3,1327,1,4,"ved,",True,1,,103,,103,d,2,103,TBD,103
3,1327,1,5,vil,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,6,vi,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,7,om,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,8,lidt,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,9,tænde,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,10,for,True,1,,214,,214,f,0,214,214,214
3,1327,1,11,et,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,12,"bål,",False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,13,der,True,1,,200,,200,e,1,200,200,200
3,1327,1,14,vil,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,15,brænde,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,16,et,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,17,skab,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,18,af,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,19,–,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,20,det,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,21,"skab,",False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,22,vi,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,23,har,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,24,følt,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,25,os,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,26,begrænset,False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,27,"af,",False,0,,NA,,NA,NA,NA,NA,NA,NA
3,1327,1,28,indelukket,False,0,,NA,,NA,NA,NA,NA,NA,NA
