trialId,speechId,paragraphId,wordId,word,word_fixated,number_of_fixations,word_landing_position_char,word_landing_position_index,word_first_fixation_duration,word_mean_fixation_duration,word_first_char_dwell_time,word_total_fix_time,word_gaze_duration,word_go_past_time
1,1327,-1,1,NY,False,0,NA,NA,NA,NA,NA,NA,NA,NA
1,1327,-1,2,TALE,True,7,L,2,231,304.14285714285717,480,2129,480,480
1,1327,-1,3,BEGYNDER,True,8,Y,3,109,312.625,109,2501,662,662
1,1327,-1,4,NU,True,1,U,1,153,492.0,492,492,492,492
2,1327,0,1,Hej,False,0,NA,NA,NA,NA,NA,NA,NA,NA
2,1327,0,2,alle,True,1,l,2,73,73.0,73,73,73,73
2,1327,0,3,sammen!,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,1,Som,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,2,I,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,3,allerede,True,1,r,4,75,75.0,75,75,75,75
3,1327,1,4,"ved,",False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,5,vil,True,1,i,1,88,88.0,88,88,88,88
3,1327,1,6,vi,True,2,v,0,138,124.0,248,248,248,248
3,1327,1,7,om,True,1,o,0,128,128.0,128,128,128,128
3,1327,1,8,lidt,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,9,tænde,True,2,t,0,182,192.5,182,385,203,203
3,1327,1,10,for,True,2,f,0,156,158.0,156,316,160,160
3,1327,1,11,et,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,12,"bål,",True,1,a,1,204,204.0,204,204,204,204
3,1327,1,13,der,True,1,r,2,27,27.0,27,27,27,27
3,1327,1,14,vil,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,15,brænde,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,16,et,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,17,skab,True,1,k,1,228,228.0,228,228,228,228
3,1327,1,18,af,True,1,a,0,135,135.0,135,135,135,135
3,1327,1,19,–,False,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1327,1,20,det,False,0,NA,NA,NA,NA,NA,NA,NA,NA
