"RECORDING_SESSION_LABEL"	"TRIAL_INDEX"	"CURRENT_FIX_DURATION"	"CURRENT_FIX_INDEX"	"CURRENT_FIX_INTEREST_AREAS"	"CURRENT_FIX_INTEREST_AREA_DATA"	"CURRENT_FIX_INTEREST_AREA_DWELL_TIME"	"CURRENT_FIX_INTEREST_AREA_FIX_COUNT"	"CURRENT_FIX_INTEREST_AREA_ID"	"CURRENT_FIX_INTEREST_AREA_INDEX"	"CURRENT_FIX_INTEREST_AREA_LABEL"	"CURRENT_FIX_INTEREST_AREA_RUN_ID"	"CURRENT_FIX_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA"	"CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE"	"CURRENT_FIX_REFIX_INTEREST_AREA"	"CURRENT_FIX_REFIX_PREV_INTEREST_AREA"	"CURRENT_FIX_RUN_INDEX"	"CURRENT_FIX_RUN_SIZE"	"EYE_USED"	"NEXT_FIX_INTEREST_AREAS"	"NEXT_FIX_INTEREST_AREA_DATA"	"NEXT_FIX_INTEREST_AREA_ID"	"NEXT_FIX_INTEREST_AREA_LABEL"	"NEXT_FIX_INTEREST_AREA_RUN_ID"	"NEXT_FIX_INTEREST_AREA_INDEX"	"NEXT_SAC_DIRECTION"	"NEXT_SAC_END_INTEREST_AREAS"	"NEXT_SAC_END_INTEREST_AREA_ID"	"NEXT_SAC_END_INTEREST_AREA_LABEL"	"NEXT_SAC_END_INTEREST_AREA_INDEX"	"NEXT_SAC_DURATION"	"NEXT_SAC_PEAK_VELOCITY"	"NEXT_SAC_AMPLITUDE"	"PREVIOUS_FIX_INTEREST_AREA_ID"	"TRIAL_FIXATION_TOTAL"	"Session_Name_"	"Trial_Index_"	"paragraphid"	"speechid"
"P13"	55	187	18	[ 2]	[STATIC, RECTANGLE, 215.0, 136.0, 237.0, 208.0]	187	1	2	2	"i"	1	Fixation: 4853 ms	2	"i"	0,09	0	1	1	1	"RIGHT"	[ 3]	[STATIC, RECTANGLE, 237.0, 136.0, 260.0, 208.0]	3	"h"	1	3	RIGHT	[ 3]	3	h	3	14	57,45	0,67	.	30	P13	55	14	22811
"P13"	55	167	19	[ 3]	[STATIC, RECTANGLE, 237.0, 136.0, 260.0, 208.0]	167	1	3	3	"h"	1	Fixation: 5054 ms	3	"h"	0,50	0	1	1	1	"RIGHT"	[ 88]	[STATIC, RECTANGLE, 372.0, 208.0, 395.0, 279.0]	88	"r"	1	88	RIGHT	[ 89]	89	e	89	24	223,01	3,00	2	30	P13	55	14	22811
"P13"	55	295	20	[ 88]	[STATIC, RECTANGLE, 372.0, 208.0, 395.0, 279.0]	295	1	88	88	"r"	1	Fixation: 5245 ms	88	"r"	0,64	0	0	1	1	"RIGHT"	[ 96]	[STATIC, RECTANGLE, 507.0, 208.0, 530.0, 279.0]	96	"n"	1	96	RIGHT	[ 96]	96	n	96	26	216,76	2,91	3	30	P13	55	14	22811
"P13"	55	191	21	[ 96]	[STATIC, RECTANGLE, 507.0, 208.0, 530.0, 279.0]	191	1	96	96	"n"	1	Fixation: 5566 ms	96	"n"	0,44	0	0	1	1	"RIGHT"	[ 102]	[STATIC, RECTANGLE, 627.0, 208.0, 650.0, 279.0]	102	"w"	1	102	.	[ 97]	97	o	97	24	34,51	0,07	88	30	P13	55	14	22811
"P13"	55	189	22	[ 102]	[STATIC, RECTANGLE, 627.0, 208.0, 650.0, 279.0]	189	1	102	102	"w"	1	Fixation: 5781 ms	102	"w"	0,18	0	0	1	1	"RIGHT"	[ 112]	[STATIC, RECTANGLE, 822.0, 208.0, 845.0, 279.0]	112	"e"	1	112	RIGHT	[ 112]	112	e	112	28	248,70	3,93	96	30	P13	55	14	22811
"P13"	55	239	23	[ 112]	[STATIC, RECTANGLE, 822.0, 208.0, 845.0, 279.0]	239	1	112	112	"e"	1	Fixation: 5998 ms	112	"e"	0,41	0	0	1	1	"RIGHT"	[ 115]	[STATIC, RECTANGLE, 875.0, 208.0, 890.0, 279.0]	115	"m"	1	115	RIGHT	[ 115]	115	m	115	23	110,47	1,11	102	30	P13	55	14	22811
"P13"	55	147	24	[ 115]	[STATIC, RECTANGLE, 875.0, 208.0, 890.0, 279.0]	147	1	115	115	"m"	1	Fixation: 6260 ms	115	"m"	0,51	0	0	1	1	"RIGHT"	[ 127]	[STATIC, RECTANGLE, 1100.0, 208.0, 1115.0, 279.0]	127	"i"	1	127	RIGHT	[ 126]	126	s	126	28	306,51	4,74	112	30	P13	55	14	22811
"P13"	55	212	25	[ 127]	[STATIC, RECTANGLE, 1100.0, 208.0, 1115.0, 279.0]	212	1	127	127	"i"	1	Fixation: 6435 ms	127	"i"	0,60	0	0	1	1	"RIGHT"	[ 136]	[STATIC, RECTANGLE, 1265.0, 208.0, 1280.0, 279.0]	136	"u"	1	136	RIGHT	[ 136]	136	u	136	28	216,39	3,35	115	30	P13	55	14	22811
"P13"	55	533	26	[ 136]	[STATIC, RECTANGLE, 1265.0, 208.0, 1280.0, 279.0]	533	1	136	136	"u"	1	Fixation: 6675 ms	136	"u"	0,12	0	0	1	1	"RIGHT"	[ 62]	[STATIC, RECTANGLE, 1355.0, 136.0, 1370.0, 208.0]	62	"r"	1	62	UP	[ 62]	62	r	62	40	162,22	2,46	127	30	P13	55	14	22811
"P13"	55	306	27	[ 62]	[STATIC, RECTANGLE, 1355.0, 136.0, 1370.0, 208.0]	306	1	62	62	"r"	1	Fixation: 7248 ms	62	"r"	0,13	0	1	1	1	"RIGHT"	[ 70]	[STATIC, RECTANGLE, 1497.0, 136.0, 1520.0, 208.0]	70	"s"	1	70	RIGHT	[ 70]	70	s	70	25	206,63	3,00	136	30	P13	55	14	22811
"P13"	55	368	28	[ 70]	[STATIC, RECTANGLE, 1497.0, 136.0, 1520.0, 208.0]	368	1	70	70	"s"	1	Fixation: 7579 ms	70	"s"	0,28	0	1	1	1	"RIGHT"	[ 61]	[STATIC, RECTANGLE, 1332.0, 136.0, 1355.0, 208.0]	61	"J"	1	61	LEFT	[ 61]	61	J	61	28	188,30	3,15	62	30	P13	55	14	22811
"P13"	55	192	29	[ 61]	[STATIC, RECTANGLE, 1332.0, 136.0, 1355.0, 208.0]	192	1	61	61	"J"	1	Fixation: 7975 ms	61	"J"	0,43	0	1	1	1	"RIGHT"	[ 51]	[STATIC, RECTANGLE, 1152.0, 136.0, 1175.0, 208.0]	51	"L"	1	51	LEFT	[ 53]	53	t	53	30	168,23	3,49	70	30	P13	55	14	22811
"P13"	55	219	30	[ 51]	[STATIC, RECTANGLE, 1152.0, 136.0, 1175.0, 208.0]	219	1	51	51	"L"	1	Fixation: 8197 ms	51	"L"	0,41	0	1	1	1	"RIGHT"	.	.	.	.	.	.	LEFT	[ 47]	47	r	47	363	165,27	1,80	61	30	P13	55	14	22811
"P13"	56	259	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	210	"k"	4,08	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ 16]	16	k	16	65	343,98	12,51	.	63	P13	56	15	22811
"P13"	56	101	2	[ ]	.	.	.	.	.	.	.	Fixation: 459 ms	288	"m"	1,17	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	9	50,17	0,52	.	63	P13	56	15	22811
"P13"	56	304	3	[ ]	.	.	.	.	.	.	.	Fixation: 569 ms	286	"g"	1,59	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	24	197,16	2,40	.	63	P13	56	15	22811
"P13"	56	161	4	[ ]	.	.	.	.	.	.	.	Fixation: 897 ms	11	"e"	1,72	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	24	159,04	2,09	.	63	P13	56	15	22811
"P13"	56	314	5	[ ]	.	.	.	.	.	.	.	Fixation: 1082 ms	16	"k"	1,39	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	20	123,54	1,75	.	63	P13	56	15	22811
"P13"	56	334	6	[ ]	.	.	.	.	.	.	.	Fixation: 1416 ms	21	"r"	1,02	.	.	.	.	"RIGHT"	[ 29]	[STATIC, RECTANGLE, 680.0, 137.0, 695.0, 208.0]	29	"o"	1	29	RIGHT	[ 30]	30	r	30	30	195,52	3,31	.	63	P13	56	15	22811
"P13"	56	231	7	[ 29]	[STATIC, RECTANGLE, 680.0, 137.0, 695.0, 208.0]	231	1	29	29	"o"	1	Fixation: 1780 ms	29	"o"	0,41	0	0	1	1	"RIGHT"	[ 36]	[STATIC, RECTANGLE, 792.0, 137.0, 815.0, 208.0]	36	"d"	1	36	RIGHT	[ 36]	36	d	36	23	184,10	2,33	.	63	P13	56	15	22811
"P13"	56	171	8	[ 36]	[STATIC, RECTANGLE, 792.0, 137.0, 815.0, 208.0]	171	1	36	36	"d"	1	Fixation: 2034 ms	36	"d"	0,48	0	0	1	1	"RIGHT"	[ 40]	[STATIC, RECTANGLE, 875.0, 137.0, 890.0, 208.0]	40	"r"	1	40	RIGHT	[ 40]	40	r	40	23	124,71	2,06	29	63	P13	56	15	22811
"P13"	56	198	9	[ 40]	[STATIC, RECTANGLE, 875.0, 137.0, 890.0, 208.0]	198	1	40	40	"r"	1	Fixation: 2228 ms	40	"r"	0,24	0	0	1	1	"RIGHT"	[ 50]	[STATIC, RECTANGLE, 1040.0, 137.0, 1055.0, 208.0]	50	"l"	1	50	RIGHT	[ 50]	50	l	50	28	224,79	3,59	36	63	P13	56	15	22811
"P13"	56	191	10	[ 50]	[STATIC, RECTANGLE, 1040.0, 137.0, 1055.0, 208.0]	405	2	50	50	"l"	1	Fixation: 2454 ms	50	"l"	0,16	0	0	1	1	"RIGHT"	[ 45]	[STATIC, RECTANGLE, 950.0, 137.0, 965.0, 208.0]	45	"e"	1	45	LEFT	[ 45]	45	e	45	23	123,40	1,77	40	63	P13	56	15	22811
"P13"	56	398	11	[ 45]	[STATIC, RECTANGLE, 950.0, 137.0, 965.0, 208.0]	398	1	45	45	"e"	1	Fixation: 2668 ms	45	"e"	0,13	0	1	1	1	"RIGHT"	[ 52]	[STATIC, RECTANGLE, 1070.0, 137.0, 1085.0, 208.0]	52	"t"	1	52	RIGHT	[ 53]	53	i	53	40	148,30	2,66	50	63	P13	56	15	22811
"P13"	56	285	12	[ 52]	[STATIC, RECTANGLE, 1070.0, 137.0, 1085.0, 208.0]	285	1	52	52	"t"	1	Fixation: 3106 ms	52	"t"	0,23	0	0	1	1	"RIGHT"	[ 59]	[STATIC, RECTANGLE, 1190.0, 137.0, 1205.0, 208.0]	59	"i"	1	59	RIGHT	[ 59]	59	i	59	25	157,68	2,50	45	63	P13	56	15	22811
"P13"	56	324	13	[ 59]	[STATIC, RECTANGLE, 1190.0, 137.0, 1205.0, 208.0]	324	1	59	59	"i"	1	Fixation: 3416 ms	59	"i"	0,31	0	0	1	1	"RIGHT"	[ 67]	[STATIC, RECTANGLE, 1310.0, 137.0, 1325.0, 208.0]	67	"u"	1	67	RIGHT	[ 68]	68	n	68	24	209,81	2,80	52	63	P13	56	15	22811
"P13"	56	311	14	[ 67]	[STATIC, RECTANGLE, 1310.0, 137.0, 1325.0, 208.0]	311	1	67	67	"u"	1	Fixation: 3764 ms	67	"u"	0,53	0	0	1	1	"RIGHT"	[ 70]	[STATIC, RECTANGLE, 1355.0, 137.0, 1370.0, 208.0]	70	"s"	1	70	RIGHT	[ 71]	71	o	71	13	69,44	0,93	59	63	P13	56	15	22811
"P13"	56	334	15	[ 70]	[STATIC, RECTANGLE, 1355.0, 137.0, 1370.0, 208.0]	334	1	70	70	"s"	1	Fixation: 4088 ms	70	"s"	0,61	0	0	1	1	"RIGHT"	[ 78]	[STATIC, RECTANGLE, 1475.0, 137.0, 1490.0, 208.0]	78	"a"	1	78	RIGHT	[ 77]	77	s	77	25	136,07	2,22	67	63	P13	56	15	22811
"P13"	56	127	16	[ 78]	[STATIC, RECTANGLE, 1475.0, 137.0, 1490.0, 208.0]	127	1	78	78	"a"	1	Fixation: 4447 ms	78	"a"	0,34	0	0	1	1	"RIGHT"	[ 69]	[STATIC, RECTANGLE, 1340.0, 137.0, 1355.0, 208.0]	69	"d"	1	69	LEFT	[ 69]	69	d	69	25	190,85	2,81	70	63	P13	56	15	22811
"P13"	56	245	17	[ 69]	[STATIC, RECTANGLE, 1340.0, 137.0, 1355.0, 208.0]	245	1	69	69	"d"	1	Fixation: 4599 ms	69	"d"	0,71	0	1	1	1	"RIGHT"	[ 77]	[STATIC, RECTANGLE, 1460.0, 137.0, 1475.0, 208.0]	77	"s"	1	77	RIGHT	[ 77]	77	s	77	23	168,67	2,33	78	63	P13	56	15	22811
"P13"	56	207	18	[ 77]	[STATIC, RECTANGLE, 1460.0, 137.0, 1475.0, 208.0]	207	1	77	77	"s"	1	Fixation: 4867 ms	77	"s"	0,59	0	1	1	1	"RIGHT"	[ 87]	[STATIC, RECTANGLE, 1617.0, 137.0, 1640.0, 208.0]	87	"t"	1	87	RIGHT	[ ]	.	.	.	27	178,76	2,93	69	63	P13	56	15	22811
"P13"	56	203	19	[ 87]	[STATIC, RECTANGLE, 1617.0, 137.0, 1640.0, 208.0]	203	1	87	87	"t"	1	Fixation: 5101 ms	87	"t"	0,73	0	0	1	1	"RIGHT"	[ 1, 282]	[STATIC, RECTANGLE, 190.0, 137.0, 215.0, 208.0]	1	"U"	1	1	LEFT	[ 9, 291]	9	s	9	105	425,07	26,09	77	63	P13	56	15	22811
"P13"	56	175	20	[ 1, 282]	[STATIC, RECTANGLE, 190.0, 137.0, 215.0, 208.0]	535	2	1	1	"U"	1	Fixation: 5513 ms	1	"U"	0,25	0	1	1	1	"RIGHT"	[ 11]	[STATIC, RECTANGLE, 365.0, 137.0, 387.0, 208.0]	11	"e"	1	11	RIGHT	[ 11]	11	e	11	37	238,28	3,16	87	63	P13	56	15	22811
"P13"	56	256	21	[ 11]	[STATIC, RECTANGLE, 365.0, 137.0, 387.0, 208.0]	455	2	11	11	"e"	1	Fixation: 5725 ms	11	"e"	0,46	0	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	43	172,34	4,51	1	63	P13	56	15	22811
"P13"	56	172	22	[ ]	.	.	.	.	.	.	.	Fixation: 6024 ms	22	"e"	1,23	.	.	.	.	"RIGHT"	[ 111, 315]	[STATIC, RECTANGLE, 582.0, 208.0, 605.0, 307.0]	111	"t"	1	111	DOWN	[ 110, 314]	110	–	110	26	108,95	2,08	11	63	P13	56	15	22811
"P13"	56	121	23	[ 111, 315]	[STATIC, RECTANGLE, 582.0, 208.0, 605.0, 307.0]	121	1	111	111	"t"	1	Fixation: 6222 ms	111	"t"	0,99	0	0	1	1	"RIGHT"	[ 31]	[STATIC, RECTANGLE, 710.0, 137.0, 725.0, 208.0]	31	"d"	1	31	RIGHT	[ ]	.	.	.	29	149,87	2,76	.	63	P13	56	15	22811
"P13"	56	222	24	[ 31]	[STATIC, RECTANGLE, 710.0, 137.0, 725.0, 208.0]	222	1	31	31	"d"	1	Fixation: 6372 ms	31	"d"	0,74	0	1	1	1	"RIGHT"	[ 42]	[STATIC, RECTANGLE, 905.0, 137.0, 920.0, 208.0]	42	"a"	1	42	RIGHT	[ 42]	42	a	42	51	251,62	4,20	111	63	P13	56	15	22811
"P13"	56	165	25	[ 42]	[STATIC, RECTANGLE, 905.0, 137.0, 920.0, 208.0]	165	1	42	42	"a"	1	Fixation: 6645 ms	42	"a"	0,57	0	1	1	1	"RIGHT"	[ 50]	[STATIC, RECTANGLE, 1040.0, 137.0, 1055.0, 208.0]	50	"l"	2	50	RIGHT	[ 50]	50	l	50	22	184,25	2,61	31	63	P13	56	15	22811
"P13"	56	214	26	[ 50]	[STATIC, RECTANGLE, 1040.0, 137.0, 1055.0, 208.0]	405	2	50	50	"l"	2	Fixation: 6832 ms	50	"l"	0,72	10	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	51	177,36	5,71	42	63	P13	56	15	22811
"P13"	56	174	27	[ ]	.	.	.	.	.	.	.	Fixation: 7097 ms	67	"u"	0,81	.	.	.	.	"RIGHT"	[ 80]	[STATIC, RECTANGLE, 1505.0, 137.0, 1520.0, 208.0]	80	"i"	1	80	RIGHT	[ 79]	79	t	79	34	162,55	3,52	50	63	P13	56	15	22811
"P13"	56	145	28	[ 80]	[STATIC, RECTANGLE, 1505.0, 137.0, 1520.0, 208.0]	145	1	80	80	"i"	1	Fixation: 7305 ms	80	"i"	0,24	0	1	1	1	"RIGHT"	[ 123, 328]	[STATIC, RECTANGLE, 822.0, 208.0, 845.0, 307.0]	123	"o"	1	123	LEFT	[ 123, 329]	123	o	123	74	421,14	14,16	.	63	P13	56	15	22811
"P13"	56	129	29	[ 123, 328]	[STATIC, RECTANGLE, 822.0, 208.0, 845.0, 307.0]	129	1	123	123	"o"	1	Fixation: 7524 ms	123	"o"	0,42	0	0	1	1	"RIGHT"	[ 118, 323]	[STATIC, RECTANGLE, 725.0, 208.0, 740.0, 307.0]	118	"r"	1	118	LEFT	[ 118, 323]	118	r	118	24	123,14	1,79	80	63	P13	56	15	22811
"P13"	56	237	30	[ 118, 323]	[STATIC, RECTANGLE, 725.0, 208.0, 740.0, 307.0]	237	1	118	118	"r"	1	Fixation: 7677 ms	118	"r"	0,31	0	1	1	1	"RIGHT"	[ 124, 330]	[STATIC, RECTANGLE, 845.0, 208.0, 860.0, 307.0]	124	"p"	1	124	RIGHT	[ 124, 330]	124	p	124	24	173,74	2,52	123	63	P13	56	15	22811
"P13"	56	202	31	[ 124, 330]	[STATIC, RECTANGLE, 845.0, 208.0, 860.0, 307.0]	202	1	124	124	"p"	1	Fixation: 7938 ms	124	"p"	0,29	0	0	1	1	"RIGHT"	[ 142, 350]	[STATIC, RECTANGLE, 1145.0, 208.0, 1160.0, 307.0]	142	"r"	1	142	RIGHT	[ 141, 349]	141	æ	141	58	330,34	6,05	118	63	P13	56	15	22811
"P13"	56	312	32	[ 142, 350]	[STATIC, RECTANGLE, 1145.0, 208.0, 1160.0, 307.0]	312	1	142	142	"r"	1	Fixation: 8198 ms	142	"r"	0,12	0	0	1	1	"RIGHT"	[ 139, 347]	[STATIC, RECTANGLE, 1100.0, 208.0, 1115.0, 307.0]	139	"t"	1	139	LEFT	[ 138, 346]	138	e	138	16	79,90	1,26	124	63	P13	56	15	22811
"P13"	56	177	33	[ 139, 347]	[STATIC, RECTANGLE, 1100.0, 208.0, 1115.0, 307.0]	177	1	139	139	"t"	1	Fixation: 8526 ms	139	"t"	0,23	0	1	1	1	"RIGHT"	[ 156]	[STATIC, RECTANGLE, 1392.0, 208.0, 1415.0, 307.0]	156	"a"	1	156	RIGHT	[ 157, 364]	157	t	157	46	314,19	6,63	142	63	P13	56	15	22811
"P13"	56	180	34	[ 156]	[STATIC, RECTANGLE, 1392.0, 208.0, 1415.0, 307.0]	180	1	156	156	"a"	1	Fixation: 8749 ms	156	"a"	0,54	0	0	1	1	"RIGHT"	[ 161, 369]	[STATIC, RECTANGLE, 1490.0, 208.0, 1512.0, 307.0]	161	"e"	1	161	RIGHT	[ 162, 369]	162	d	162	23	178,79	2,35	139	63	P13	56	15	22811
"P13"	56	156	35	[ 161, 369]	[STATIC, RECTANGLE, 1490.0, 208.0, 1512.0, 307.0]	156	1	161	161	"e"	1	Fixation: 8952 ms	161	"e"	0,12	0	0	1	1	"RIGHT"	[ 164, 372]	[STATIC, RECTANGLE, 1550.0, 208.0, 1565.0, 307.0]	164	"r"	1	164	RIGHT	[ 164, 372]	164	r	164	18	92,37	1,24	156	63	P13	56	15	22811
"P13"	56	122	36	[ 164, 372]	[STATIC, RECTANGLE, 1550.0, 208.0, 1565.0, 307.0]	122	1	164	164	"r"	1	Fixation: 9126 ms	164	"r"	0,12	0	0	1	1	"RIGHT"	[ 90, 292]	[STATIC, RECTANGLE, 190.0, 208.0, 215.0, 307.0]	90	"a"	1	90	LEFT	[ 91]	91	t	91	112	428,33	26,93	161	63	P13	56	15	22811
"P13"	56	255	37	[ 90, 292]	[STATIC, RECTANGLE, 190.0, 208.0, 215.0, 307.0]	255	1	90	90	"a"	1	Fixation: 9360 ms	90	"a"	0,41	0	1	1	1	"RIGHT"	[ 103]	[STATIC, RECTANGLE, 440.0, 208.0, 455.0, 307.0]	103	"g"	1	103	RIGHT	[ 102]	102	a	102	49	301,40	4,73	164	63	P13	56	15	22811
"P13"	56	181	38	[ 103]	[STATIC, RECTANGLE, 440.0, 208.0, 455.0, 307.0]	181	1	103	103	"g"	1	Fixation: 9664 ms	103	"g"	0,99	0	1	1	1	"RIGHT"	[ 191]	[STATIC, RECTANGLE, 612.0, 307.0, 635.0, 406.0]	191	"b"	1	191	RIGHT	[ 190]	190	e	190	24	222,40	3,29	90	63	P13	56	15	22811
"P13"	56	212	39	[ 191]	[STATIC, RECTANGLE, 612.0, 307.0, 635.0, 406.0]	212	1	191	191	"b"	1	Fixation: 9869 ms	191	"b"	0,51	0	0	1	1	"RIGHT"	[ 204]	[STATIC, RECTANGLE, 845.0, 307.0, 860.0, 406.0]	204	"t"	1	204	RIGHT	[ 204]	204	t	204	31	269,92	4,97	103	63	P13	56	15	22811
"P13"	56	683	40	[ 204]	[STATIC, RECTANGLE, 845.0, 307.0, 860.0, 406.0]	683	1	204	204	"t"	1	Fixation: 10112 ms	204	"t"	0,06	0	0	1	1	"RIGHT"	[ 210]	[STATIC, RECTANGLE, 950.0, 307.0, 972.0, 406.0]	210	"k"	1	210	RIGHT	[ 210]	210	k	210	31	125,05	2,51	191	63	P13	56	15	22811
"P13"	56	145	41	[ 210]	[STATIC, RECTANGLE, 950.0, 307.0, 972.0, 406.0]	145	1	210	210	"k"	1	Fixation: 10826 ms	210	"k"	0,05	0	0	1	1	"RIGHT"	[ 195]	[STATIC, RECTANGLE, 680.0, 307.0, 695.0, 406.0]	195	"g"	1	195	LEFT	[ 194]	194	æ	194	49	205,38	6,62	204	63	P13	56	15	22811
"P13"	56	301	42	[ 195]	[STATIC, RECTANGLE, 680.0, 307.0, 695.0, 406.0]	301	1	195	195	"g"	1	Fixation: 11020 ms	195	"g"	0,25	0	1	1	1	"RIGHT"	[ 214]	[STATIC, RECTANGLE, 1025.0, 307.0, 1040.0, 406.0]	214	"m"	1	214	RIGHT	[ 215]	215	.	215	55	253,94	7,69	210	63	P13	56	15	22811
"P13"	56	133	43	[ 214]	[STATIC, RECTANGLE, 1025.0, 307.0, 1040.0, 406.0]	133	1	214	214	"m"	1	Fixation: 11376 ms	214	"m"	0,47	0	0	1	1	"RIGHT"	[ 221]	[STATIC, RECTANGLE, 1160.0, 307.0, 1182.0, 406.0]	221	"l"	1	221	RIGHT	[ 220]	220	i	220	24	177,28	2,62	195	63	P13	56	15	22811
"P13"	56	182	44	[ 221]	[STATIC, RECTANGLE, 1160.0, 307.0, 1182.0, 406.0]	182	1	221	221	"l"	1	Fixation: 11533 ms	221	"l"	0,34	0	0	1	1	"RIGHT"	[ 227]	[STATIC, RECTANGLE, 1280.0, 307.0, 1295.0, 406.0]	227	"n"	1	227	RIGHT	[ 227]	227	n	227	24	148,49	2,34	214	63	P13	56	15	22811
"P13"	56	185	45	[ 227]	[STATIC, RECTANGLE, 1280.0, 307.0, 1295.0, 406.0]	185	1	227	227	"n"	1	Fixation: 11739 ms	227	"n"	0,49	0	0	1	1	"RIGHT"	[ 236]	[STATIC, RECTANGLE, 1467.0, 307.0, 1490.0, 406.0]	236	"i"	1	236	RIGHT	[ 235]	235	r	235	29	183,01	3,55	221	63	P13	56	15	22811
"P13"	56	237	46	[ 236]	[STATIC, RECTANGLE, 1467.0, 307.0, 1490.0, 406.0]	237	1	236	236	"i"	1	Fixation: 11953 ms	236	"i"	0,17	0	0	1	1	"RIGHT"	[ 242]	[STATIC, RECTANGLE, 1565.0, 307.0, 1580.0, 406.0]	242	"t"	1	242	RIGHT	[ 241]	241	a	241	18	92,48	1,35	227	63	P13	56	15	22811
"P13"	56	118	47	[ 242]	[STATIC, RECTANGLE, 1565.0, 307.0, 1580.0, 406.0]	118	1	242	242	"t"	1	Fixation: 12208 ms	242	"t"	0,12	0	0	1	1	"RIGHT"	[ 175]	[STATIC, RECTANGLE, 320.0, 307.0, 335.0, 406.0]	175	"e"	1	175	LEFT	[ 176]	176	,	176	104	415,68	24,83	236	63	P13	56	15	22811
"P13"	56	156	48	[ 175]	[STATIC, RECTANGLE, 320.0, 307.0, 335.0, 406.0]	156	1	175	175	"e"	1	Fixation: 12430 ms	175	"e"	0,79	0	1	1	1	"RIGHT"	[ 267]	[STATIC, RECTANGLE, 515.0, 406.0, 537.0, 478.0]	267	"o"	1	267	LEFT	[ 253]	253	e	253	85	79,97	1,09	242	63	P13	56	15	22811
"P13"	56	254	49	[ 267]	[STATIC, RECTANGLE, 515.0, 406.0, 537.0, 478.0]	254	1	267	267	"o"	1	Fixation: 12760 ms	267	"o"	0,34	0	0	1	1	"RIGHT"	[ 264]	[STATIC, RECTANGLE, 455.0, 406.0, 470.0, 478.0]	264	"e"	1	264	LEFT	[ 265]	265	r	265	36	114,92	1,07	175	63	P13	56	15	22811
"P13"	56	163	50	[ 264]	[STATIC, RECTANGLE, 455.0, 406.0, 470.0, 478.0]	163	1	264	264	"e"	1	Fixation: 13050 ms	264	"e"	0,14	0	1	1	1	"RIGHT"	[ 272]	[STATIC, RECTANGLE, 605.0, 406.0, 620.0, 478.0]	272	"r"	1	272	RIGHT	[ 272]	272	r	272	49	222,88	3,22	267	63	P13	56	15	22811
"P13"	56	542	51	[ 272]	[STATIC, RECTANGLE, 605.0, 406.0, 620.0, 478.0]	542	1	272	272	"r"	1	Fixation: 13262 ms	272	"r"	0,09	0	0	1	1	"RIGHT"	[ 2, 283]	[STATIC, RECTANGLE, 215.0, 137.0, 230.0, 208.0]	2	"n"	1	2	UP	[ 108, 312]	108	d	108	54	261,33	4,96	264	63	P13	56	15	22811
"P13"	56	145	52	[ 2, 283]	[STATIC, RECTANGLE, 215.0, 137.0, 230.0, 208.0]	145	1	2	2	"n"	1	Fixation: 13985 ms	2	"n"	0,48	0	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	.	[ ]	.	.	.	8	42,91	0,40	272	63	P13	56	15	22811
"P13"	56	138	53	[ ]	.	.	.	.	.	.	.	Fixation: 14138 ms	282	"S"	1,04	.	.	.	.	"RIGHT"	[ 1, 282]	[STATIC, RECTANGLE, 190.0, 137.0, 215.0, 208.0]	1	"U"	2	1	DOWN	[ 1, 282]	1	U	1	20	52,49	0,81	2	63	P13	56	15	22811
"P13"	56	360	54	[ 1, 282]	[STATIC, RECTANGLE, 190.0, 137.0, 215.0, 208.0]	535	2	1	1	"U"	2	Fixation: 14296 ms	1	"U"	0,32	20	1	1	1	"RIGHT"	[ 11]	[STATIC, RECTANGLE, 365.0, 137.0, 387.0, 208.0]	11	"e"	2	11	RIGHT	[ 99, 302]	99	e	99	29	203,34	3,33	.	63	P13	56	15	22811
"P13"	56	199	55	[ 11]	[STATIC, RECTANGLE, 365.0, 137.0, 387.0, 208.0]	455	2	11	11	"e"	2	Fixation: 14685 ms	11	"e"	0,74	21	1	1	1	"RIGHT"	[ 115, 320]	[STATIC, RECTANGLE, 665.0, 208.0, 687.0, 307.0]	115	"t"	1	115	RIGHT	[ 116, 321]	116	g	116	34	349,64	6,61	1	63	P13	56	15	22811
